file,path,group,label,hit,peak_db,rms_db,cent,bw,zcr,dur,rms100_db,rms500_db,peak_db_z,rms_db_z,cent_z,bw_z,zcr_z,dur_z,rms100_db_z,rms500_db_z,anom,cluster,rr,type
V1_HIT01.wav,/mnt/data/DOL_BKL_SamplePrep_Candidates/Head/V1_HIT01.wav,Head,V1,1,-26.726496,-43.432846,347.06913431482724,1746.7078254369326,0.0030691964285714285,0.9613333333333334,-35.317368,-40.699272,0.71921563,0.13576348,-1.2081995163472108,-1.1735334117584177,0.0021061382028927933,-0.6744907594765999,0.85174716,-0.21003208,0.7580533030455238,0,1,Head
V1_HIT03.wav,/mnt/data/DOL_BKL_SamplePrep_Candidates/Head/V1_HIT03.wav,Head,V1,3,-29.594576,-44.43172,389.77777161286843,1923.5074795341893,0.0033392137096774194,0.9826666666666667,-37.04477,-41.65842,-1.382203,-3.019987,0.1407820026059795,0.4439121191844754,1.15164995733049,0.22483025315886507,-1.6301385,-1.9870499,1.5504132479987185,1,2,Head
V1_HIT07.wav,/mnt/data/DOL_BKL_SamplePrep_Candidates/Head/V1_HIT07.wav,Head,V1,7,-26.84858,-43.29152,388.33918110292785,1879.6577143500542,0.0032049950132978723,0.9933333333333333,-35.919807,-40.432213,0.6297659,0.5822584,0.09534313744836193,0.04275405644890429,0.5802410748971178,0.6744907594765952,-0.013822722,0.28474972,0.44992209880225476,2,3,Head
V1_HIT02.wav,/mnt/data/DOL_BKL_SamplePrep_Candidates/Head/V1_HIT02.wav,Head,V1,2,-28.739494,-42.717186,309.78857773621087,1653.4895739164226,0.002733313519021739,0.972,-37.059814,-40.011486,-0.75569177,2.3967526,-2.385731393327721,-2.026337367139566,-1.4278472375289266,-0.22483025315886973,-1.6517551,1.0642318,1.6607013142441955,3,4,Head
V1_HIT05.wav,/mnt/data/DOL_BKL_SamplePrep_Candidates/Head/V1_HIT05.wav,Head,V1,5,-28.531586,-43.51879,382.6078100874219,1922.9632008473386,0.0028881316489361704,0.9933333333333333,-35.90057,-40.644356,-0.6033588,-0.13576348,-0.08568613595662439,0.43893280441076055,-0.7687404440560727,0.6744907594765952,0.013817241,-0.108288296,0.4528099222028952,4,5,Head
V2_HIT03.wav,/mnt/data/DOL_BKL_SamplePrep_Candidates/Head/V2_HIT03.wav,Head,V2,3,-11.8605795,-28.326063,381.3524494773413,1831.6269535571364,0.0030924479166666665,0.9826666666666667,-20.578152,-25.507593,1.2512038,0.08384759,0.6744907594765952,0.3652591437500657,1.1562698733884489,0.0,0.60679066,0.12044435,0.6964692278709284,0,1,Head
V2_HIT05.wav,/mnt/data/DOL_BKL_SamplePrep_Candidates/Head/V2_HIT05.wav,Head,V2,5,-14.460678,-29.612589,364.4254086817227,1813.4993137819997,0.0029084578804347825,0.972,-22.21643,-26.909792,-0.6744908,-0.9139477,-0.12223535379299136,0.0,0.312109078142896,-0.0543535983135661,-0.6744908,-1.6607946,0.759829153604135,1,2,Head
V2_HIT01.wav,/mnt/data/DOL_BKL_SamplePrep_Candidates/Head/V2_HIT01.wav,Head,V2,1,-17.137388,-30.994576,341.9137300581677,1725.8589893785831,0.0028404317876344087,0.9826666666666667,-26.193375,-28.36824,-2.6569257,-1.98578,-1.1818205718756143,-1.7658906645682477,0.0,0.0,-3.7848186,-3.5134885,2.2963857383776496,2,3,Head
V2_HIT06.wav,/mnt/data/DOL_BKL_SamplePrep_Candidates/Head/V2_HIT06.wav,Head,V2,6,-13.385551,-27.564507,311.9706728599277,1625.9068999782312,0.0026934223790322583,0.9826666666666667,-22.532846,-24.82843,0.12177344,0.67449075,-2.5911877417791493,-3.7798547019867534,-0.6744907594765952,0.0,-0.92195636,0.98319757,1.722750012649239,3,4,Head
V2_HIT02.wav,/mnt/data/DOL_BKL_SamplePrep_Candidates/Head/V2_HIT02.wav,Head,V2,2,-13.549972,-28.434174,367.0223899854103,1846.9739734275267,0.0027564264112903227,0.9826666666666667,-20.846142,-25.602407,0.0,0.0,0.0,0.6744907594765952,-0.385423291129483,0.0,0.3971983,0.0,0.30847515585495966,4,5,Head
